N,P,K,temperature,humidity,ph,rainfall,crop,soil,season,water,market_price
36.7,29.6,29.7,35.4,16.3,8.6,103.46365541576816,55,4,1,719.5,3296
33.1,29.5,22.7,39.4,19.1,8.6,103.46365541576816,55,4,1,524.4,3317
35.6,27.6,25.1,29.9,19.5,8.9,103.46365541576816,55,4,1,745.7,1641
35.4,21.5,21.4,27.4,15.5,8.6,103.46365541576816,55,4,1,664.2,2888
35.9,24.7,20.1,36.5,19.2,8.9,103.46365541576816,55,4,1,693.3,2647
31.5,27.5,21.9,35.6,16.5,8.9,103.46365541576816,55,4,1,575.4,2924
32.1,26.1,30.0,34.5,16.6,8.8,103.46365541576816,55,4,1,701.0,1578
32.6,29.3,21.3,32.0,18.1,8.9,103.46365541576816,55,4,1,563.7,3091
32.3,29.6,28.9,31.9,15.3,8.5,103.46365541576816,55,4,1,698.3,1637
35.6,28.6,22.0,28.6,17.8,8.7,103.46365541576816,55,4,1,539.8,2997
34.5,25.5,26.9,36.8,19.5,8.6,103.46365541576816,55,4,1,504.9,2759
36.9,26.9,22.4,31.2,17.0,8.9,103.46365541576816,55,4,1,506.7,3376
30.6,21.3,29.9,29.3,18.1,8.9,103.46365541576816,55,4,1,549.1,3004
31.2,20.3,24.4,32.1,18.1,8.7,103.46365541576816,55,4,1,575.8,1812
33.0,27.2,21.6,36.8,15.1,8.7,103.46365541576816,55,4,1,562.0,3285
31.7,22.4,20.8,26.7,17.5,8.5,103.46365541576816,55,4,1,597.9,1687
30.1,21.6,24.9,36.7,19.8,8.9,103.46365541576816,55,4,1,653.8,3705
38.4,29.1,21.9,31.8,18.1,8.9,103.46365541576816,55,4,1,524.2,3288
36.6,22.6,29.8,29.3,18.1,9.0,103.46365541576816,55,4,1,673.6,3088
35.7,20.7,26.0,33.1,18.6,8.7,103.46365541576816,55,4,1,629.6,3481
37.1,23.0,23.3,27.6,19.7,8.5,103.46365541576816,55,4,1,598.6,3962
38.9,23.2,22.2,29.6,15.6,8.9,103.46365541576816,55,4,1,698.8,2117
30.8,28.2,29.6,38.1,16.3,9.0,103.46365541576816,55,4,1,521.0,1956
33.1,24.3,25.1,38.6,15.2,8.7,103.46365541576816,55,4,1,496.6,3302
37.6,26.4,28.7,39.2,17.7,8.6,103.46365541576816,55,4,1,713.4,2970
38.4,24.5,20.2,26.5,19.1,8.8,103.46365541576816,55,4,1,702.1,1688
35.0,26.2,23.9,26.9,18.3,8.5,103.46365541576816,55,4,1,570.3,2873
39.2,20.7,23.8,26.4,16.8,8.9,103.46365541576816,55,4,1,666.4,1666
33.8,28.8,25.6,26.1,16.8,8.8,103.46365541576816,55,4,1,493.3,2688
33.2,20.8,26.4,34.9,15.5,9.0,103.46365541576816,55,4,1,695.1,2033
35.4,21.5,23.1,28.8,18.9,8.8,103.46365541576816,55,4,1,680.6,2394
34.9,29.8,24.5,36.0,19.3,8.6,103.46365541576816,55,4,1,534.6,2336
31.8,24.4,29.4,28.2,15.6,8.9,103.46365541576816,55,4,1,661.1,1862
30.4,23.9,26.0,39.3,15.4,8.8,103.46365541576816,55,4,1,616.6,1992
36.5,21.7,22.4,34.0,19.7,8.7,103.46365541576816,55,4,1,555.5,3197
32.6,24.5,26.6,29.8,17.0,8.8,103.46365541576816,55,4,1,502.9,1620
35.9,24.1,27.6,36.7,18.4,8.8,103.46365541576816,55,4,1,577.4,3210
33.6,21.1,29.9,37.5,17.9,8.8,103.46365541576816,55,4,1,698.3,3309
39.8,26.3,25.2,29.4,19.5,9.0,103.46365541576816,55,4,1,727.2,3779
37.5,20.9,24.8,29.0,17.2,8.6,103.46365541576816,55,4,1,524.8,1975
31.0,21.0,29.9,29.5,18.6,8.5,103.46365541576816,55,4,1,523.0,2602
33.7,25.9,20.5,35.4,16.1,8.6,103.46365541576816,55,4,1,659.9,1721
31.5,24.9,25.3,27.1,16.4,8.6,103.46365541576816,55,4,1,623.3,3956
30.9,24.0,20.7,32.4,16.5,8.7,103.46365541576816,55,4,1,542.9,2758
31.1,28.2,24.9,39.7,17.5,9.0,103.46365541576816,55,4,1,630.7,3436
33.1,26.5,22.9,37.4,15.7,8.9,103.46365541576816,55,4,1,598.8,3704
39.3,28.7,28.3,34.4,19.8,9.0,103.46365541576816,55,4,1,480.5,1598
38.2,24.1,29.5,38.6,15.5,9.0,103.46365541576816,55,4,1,652.4,2822
39.1,24.7,22.8,27.5,17.9,8.5,103.46365541576816,55,4,1,537.4,3762
33.8,29.2,28.6,39.6,15.8,8.8,103.46365541576816,55,4,1,552.0,3895
35.0,28.8,20.3,27.3,18.2,8.9,103.46365541576816,55,4,1,509.9,2382
37.4,21.4,29.4,27.0,17.1,8.8,103.46365541576816,55,4,1,549.6,1985
36.7,21.8,22.0,26.8,15.9,8.5,103.46365541576816,55,4,1,638.6,2314
31.1,29.3,25.1,37.0,15.2,8.7,103.46365541576816,55,4,1,654.5,2536
35.8,28.3,24.9,32.4,16.0,8.7,103.46365541576816,55,4,1,721.9,2105
30.5,24.9,24.1,27.2,16.5,8.6,103.46365541576816,55,4,1,724.3,2881
36.8,20.8,25.1,30.9,19.6,8.7,103.46365541576816,55,4,1,497.4,3096
38.7,24.0,22.8,38.0,18.4,8.6,103.46365541576816,55,4,1,516.7,3843
36.6,27.4,25.5,28.0,19.4,8.6,103.46365541576816,55,4,1,697.0,2670
37.8,20.7,22.4,26.1,16.6,8.7,103.46365541576816,55,4,1,692.4,1714
37.5,25.8,21.1,30.8,17.7,8.8,103.46365541576816,55,4,1,537.1,1625
37.8,27.1,26.0,38.9,18.5,8.7,103.46365541576816,55,4,1,608.6,2145
39.6,20.2,23.9,37.3,17.6,8.7,103.46365541576816,55,4,1,548.2,3080
37.0,25.7,27.2,30.7,19.0,8.5,103.46365541576816,55,4,1,652.6,3880
39.7,20.1,27.3,38.3,15.1,8.5,103.46365541576816,55,4,1,597.3,1987
31.7,20.1,24.4,39.1,15.9,8.7,103.46365541576816,55,4,1,641.9,2697
32.5,23.5,20.7,29.1,18.6,9.0,103.46365541576816,55,4,1,662.8,2938
34.2,26.8,27.5,29.6,15.7,8.5,103.46365541576816,55,4,1,560.3,1535
36.1,20.2,25.3,29.9,18.8,8.6,103.46365541576816,55,4,1,738.3,1925
38.4,23.6,22.9,29.4,16.6,8.7,103.46365541576816,55,4,1,583.3,3411
32.1,22.0,22.6,29.9,19.5,8.7,103.46365541576816,55,4,1,679.4,2788
36.1,28.9,22.4,26.7,18.0,8.9,103.46365541576816,55,4,1,494.7,3541
30.8,25.7,22.4,39.2,15.2,8.9,103.46365541576816,55,4,1,551.8,2023
35.0,23.3,25.9,38.0,15.0,8.6,103.46365541576816,55,4,1,504.3,2275
33.3,28.5,25.7,39.1,18.7,8.6,103.46365541576816,55,4,1,701.9,2371
36.2,27.4,24.0,31.9,17.5,8.6,103.46365541576816,55,4,1,651.1,3379
37.9,24.0,23.0,38.4,18.6,9.0,103.46365541576816,55,4,1,652.2,3866
35.7,23.6,23.3,31.6,18.9,8.7,103.46365541576816,55,4,1,621.4,2992
37.2,21.4,23.2,33.9,18.5,8.6,103.46365541576816,55,4,1,622.7,2785
35.5,20.6,24.2,31.5,19.2,8.8,103.46365541576816,55,4,1,570.5,1642
39.4,29.8,21.8,35.6,16.0,8.7,103.46365541576816,55,4,1,718.7,2052
33.5,22.9,25.8,31.7,15.0,8.7,103.46365541576816,55,4,1,691.6,2673
36.6,29.0,22.1,33.8,17.4,8.9,103.46365541576816,55,4,1,677.2,3926
31.1,28.3,25.6,28.1,17.3,8.9,103.46365541576816,55,4,1,613.2,3323
35.9,23.6,28.7,27.3,15.9,8.6,103.46365541576816,55,4,1,559.8,2955
39.8,24.6,20.0,33.4,19.8,8.8,103.46365541576816,55,4,1,484.0,2817
36.9,23.5,25.8,32.0,17.8,8.8,103.46365541576816,55,4,1,524.6,3065
38.7,29.2,27.6,35.8,15.8,8.8,103.46365541576816,55,4,1,505.5,2106
39.5,25.3,25.1,26.2,15.5,8.8,103.46365541576816,55,4,1,556.0,3394
35.2,23.0,24.8,36.7,18.7,8.5,103.46365541576816,55,4,1,518.8,3320
34.4,21.3,28.0,38.2,18.5,8.8,103.46365541576816,55,4,1,542.1,2033
36.6,23.0,29.4,26.3,19.6,8.8,103.46365541576816,55,4,1,671.3,1619
36.2,24.8,22.6,27.7,18.8,8.9,103.46365541576816,55,4,1,564.4,3609
37.4,26.1,29.7,27.4,16.9,8.8,103.46365541576816,55,4,1,540.2,2571
35.8,22.5,23.7,27.5,19.7,8.7,103.46365541576816,55,4,1,502.3,3037
34.1,24.3,21.3,33.0,17.5,8.5,103.46365541576816,55,4,1,652.8,2991
38.1,25.2,29.3,29.7,16.4,8.8,103.46365541576816,55,4,1,671.3,3295
36.3,22.2,21.2,28.5,19.9,8.8,103.46365541576816,55,4,1,551.6,2415
39.7,20.9,24.9,38.0,18.4,8.8,103.46365541576816,55,4,1,638.1,2233
32.9,21.9,26.0,39.7,18.1,8.9,103.46365541576816,55,4,1,631.2,2910
35.8,23.0,26.9,34.3,19.9,8.6,103.46365541576816,55,4,1,743.4,3622
30.5,29.0,24.0,29.8,17.1,8.6,103.46365541576816,55,4,1,616.3,3388
30.3,28.7,24.6,34.1,18.9,8.7,103.46365541576816,55,4,1,541.8,3749
32.9,25.6,21.9,30.1,18.8,8.8,103.46365541576816,55,4,1,648.1,3619
37.4,22.9,26.0,31.8,15.6,8.9,103.46365541576816,55,4,1,618.9,2161
39.5,21.0,20.8,37.1,15.7,8.9,103.46365541576816,55,4,1,506.8,2765
37.0,24.4,22.0,34.8,19.6,8.7,103.46365541576816,55,4,1,717.7,2679
31.2,25.2,24.4,29.6,17.2,8.5,103.46365541576816,55,4,1,722.5,2360
37.6,21.8,27.2,27.8,18.4,8.7,103.46365541576816,55,4,1,643.5,3610
40.0,25.7,29.6,39.3,16.2,8.8,103.46365541576816,55,4,1,745.4,2607
31.9,21.9,26.3,28.0,16.9,9.0,103.46365541576816,55,4,1,483.3,1780
38.9,26.4,27.8,34.1,19.4,8.8,103.46365541576816,55,4,1,535.0,3069
36.3,29.4,29.0,29.0,15.6,8.8,103.46365541576816,55,4,1,580.1,3889
32.8,24.6,20.1,38.6,16.5,8.6,103.46365541576816,55,4,1,740.1,1619
32.5,28.6,28.8,33.5,17.8,8.8,103.46365541576816,55,4,1,481.6,1963
35.1,27.0,25.7,35.9,18.9,8.7,103.46365541576816,55,4,1,710.4,3490
34.6,21.8,27.1,32.8,17.0,8.7,103.46365541576816,55,4,1,640.5,2824
33.9,21.9,24.1,36.5,18.0,9.0,103.46365541576816,55,4,1,704.7,3355
30.4,22.1,26.7,35.6,18.7,9.0,103.46365541576816,55,4,1,617.3,2602
36.7,24.2,29.9,36.9,18.5,9.0,103.46365541576816,55,4,1,682.8,2121
37.0,25.9,21.1,35.0,15.1,8.6,103.46365541576816,55,4,1,537.0,2389
31.5,29.8,26.1,27.0,15.1,8.5,103.46365541576816,55,4,1,647.7,1581
30.7,29.7,29.6,29.6,15.9,8.9,103.46365541576816,55,4,1,649.7,3806
39.3,24.3,29.3,28.9,16.9,8.6,103.46365541576816,55,4,1,566.4,2425
39.9,21.9,29.8,34.8,17.6,8.5,103.46365541576816,55,4,1,498.9,3460
31.3,23.0,23.3,38.8,18.5,8.7,103.46365541576816,55,4,1,578.3,3580
37.9,24.3,25.0,34.0,19.7,8.5,103.46365541576816,55,4,1,750.0,3731
34.7,28.7,28.2,32.6,16.1,8.8,103.46365541576816,55,4,1,707.9,3923
37.1,26.7,29.2,29.5,20.0,8.9,103.46365541576816,55,4,1,562.7,2879
36.7,26.8,20.9,26.8,15.8,8.6,103.46365541576816,55,4,1,640.5,1970
30.2,28.8,27.0,35.4,16.5,8.9,103.46365541576816,55,4,1,616.4,3535
36.9,24.5,26.7,39.6,17.1,8.9,103.46365541576816,55,4,1,638.5,2811
39.9,25.3,28.1,37.5,18.7,9.0,103.46365541576816,55,4,1,736.2,3836
39.6,23.1,21.8,38.6,17.9,8.9,103.46365541576816,55,4,1,658.2,2052
36.8,23.7,21.9,30.6,15.3,8.5,103.46365541576816,55,4,1,581.9,1949
36.3,26.4,22.1,31.1,17.4,8.8,103.46365541576816,55,4,1,678.0,3770
37.9,22.6,22.4,35.9,19.6,8.5,103.46365541576816,55,4,1,618.3,2702
37.4,23.5,20.5,39.1,19.4,8.7,103.46365541576816,55,4,1,563.0,3750
31.3,23.2,24.1,30.7,18.3,8.6,103.46365541576816,55,4,1,491.7,3120
36.4,27.1,25.5,26.5,19.7,8.5,103.46365541576816,55,4,1,642.2,2939
36.6,29.0,27.8,27.0,18.8,8.6,103.46365541576816,55,4,1,601.7,2844
34.6,23.4,27.1,38.2,17.6,8.9,103.46365541576816,55,4,1,714.2,1505
30.4,25.0,25.5,34.5,18.9,9.0,103.46365541576816,55,4,1,576.0,1686
33.0,28.2,22.4,33.0,17.5,8.8,103.46365541576816,55,4,1,749.7,1650
39.0,24.7,28.0,36.3,17.8,8.6,103.46365541576816,55,4,1,554.1,3276
36.9,26.1,28.4,31.9,18.0,8.7,103.46365541576816,55,4,1,551.0,3144
30.9,21.9,23.9,29.6,16.1,9.0,103.46365541576816,55,4,1,740.1,3123
38.3,29.3,27.2,37.2,16.2,9.0,103.46365541576816,55,4,1,528.2,2137
30.3,28.0,22.4,36.0,16.9,8.8,103.46365541576816,55,4,1,556.6,3985
32.4,30.0,27.9,30.1,17.0,8.9,103.46365541576816,55,4,1,562.7,1865
38.8,24.3,22.1,32.5,18.1,8.9,103.46365541576816,55,4,1,707.4,3838
34.9,24.5,20.3,30.3,17.6,8.5,103.46365541576816,55,4,1,742.7,3131
38.2,21.5,22.5,35.5,19.5,8.6,103.46365541576816,55,4,1,583.7,3144
36.3,21.3,26.5,27.2,15.1,8.8,103.46365541576816,55,4,1,510.8,1966
35.9,26.6,23.9,35.6,18.3,8.8,103.46365541576816,55,4,1,729.0,3857
31.3,26.7,27.8,32.8,19.8,8.9,103.46365541576816,55,4,1,677.8,3603
33.1,27.2,23.5,27.9,16.4,8.8,103.46365541576816,55,4,1,481.2,2455
34.3,29.0,22.1,28.9,17.0,8.8,103.46365541576816,55,4,1,572.4,1728
37.6,22.1,24.3,32.0,17.1,8.9,103.46365541576816,55,4,1,531.0,1622
38.8,21.0,20.8,36.2,18.7,8.9,103.46365541576816,55,4,1,545.9,3029
37.5,28.4,22.2,35.8,15.6,8.8,103.46365541576816,55,4,1,498.2,3583
37.3,22.9,27.6,39.4,17.5,8.6,103.46365541576816,55,4,1,744.3,3266
30.8,24.3,28.4,26.2,17.2,8.7,103.46365541576816,55,4,1,741.4,1815
30.3,21.1,23.1,39.6,15.9,8.9,103.46365541576816,55,4,1,489.8,3220
39.2,22.5,22.1,33.8,18.0,8.9,103.46365541576816,55,4,1,608.0,3648
32.7,28.7,27.2,36.9,19.5,8.8,103.46365541576816,55,4,1,558.0,2603
30.2,27.2,22.0,32.2,18.0,8.8,103.46365541576816,55,4,1,579.0,2859
33.7,28.7,29.8,28.8,19.4,8.8,103.46365541576816,55,4,1,633.2,1822
39.5,22.0,24.3,26.6,16.1,8.5,103.46365541576816,55,4,1,527.3,1923
36.0,27.7,25.1,38.2,15.6,8.8,103.46365541576816,55,4,1,534.7,3231
38.5,22.5,28.2,36.3,18.8,8.7,103.46365541576816,55,4,1,729.2,2970
37.4,26.1,24.2,34.4,19.1,8.7,103.46365541576816,55,4,1,614.0,3596
37.1,23.9,27.2,29.4,17.1,8.7,103.46365541576816,55,4,1,622.3,3646
31.9,20.9,24.5,35.2,19.1,8.6,103.46365541576816,55,4,1,529.4,1821
38.4,21.7,28.7,36.5,15.5,8.5,103.46365541576816,55,4,1,596.4,3334
39.5,21.2,25.7,35.5,17.2,8.9,103.46365541576816,55,4,1,561.0,3212
32.2,25.0,25.6,32.8,18.8,8.9,103.46365541576816,55,4,1,550.8,3577
40.0,26.2,24.0,34.9,17.4,8.8,103.46365541576816,55,4,1,619.3,1726
38.9,21.8,27.2,34.8,15.5,8.9,103.46365541576816,55,4,1,731.8,1681
35.0,26.5,27.4,27.1,17.3,8.8,103.46365541576816,55,4,1,538.8,1629
37.2,22.3,22.5,36.2,15.1,8.8,103.46365541576816,55,4,1,633.5,2271
39.6,22.3,24.5,27.9,18.0,8.7,103.46365541576816,55,4,1,676.6,1574
33.8,21.5,27.2,35.3,17.7,8.7,103.46365541576816,55,4,1,696.6,1913
38.5,26.2,22.5,37.4,19.1,8.6,103.46365541576816,55,4,1,532.6,3980
37.7,29.4,25.2,29.7,15.7,9.0,103.46365541576816,55,4,1,489.2,3201
33.6,26.6,29.9,34.8,19.1,8.7,103.46365541576816,55,4,1,490.1,3823
38.8,23.8,26.0,28.3,19.1,8.9,103.46365541576816,55,4,1,504.6,3952
34.6,29.0,29.2,39.1,18.5,8.6,103.46365541576816,55,4,1,645.3,2144
33.2,26.8,22.5,30.2,19.6,8.9,103.46365541576816,55,4,1,703.5,3770
33.1,23.7,20.1,37.0,18.9,8.6,103.46365541576816,55,4,1,740.6,3517
38.3,21.0,29.6,28.8,17.3,8.8,103.46365541576816,55,4,1,687.5,3195
33.5,26.2,27.1,30.1,15.0,8.5,103.46365541576816,55,4,1,666.3,3536
34.4,26.0,22.4,30.7,19.9,8.9,103.46365541576816,55,4,1,610.1,2619
31.3,24.8,20.7,28.9,19.8,8.9,103.46365541576816,55,4,1,504.7,2161
35.2,24.6,25.4,35.0,17.9,8.6,103.46365541576816,55,4,1,744.9,1579
31.2,25.9,29.1,26.0,17.3,8.9,103.46365541576816,55,4,1,617.9,3243
37.5,26.7,25.7,35.9,19.3,8.6,103.46365541576816,55,4,1,521.9,3042
38.9,26.3,24.9,38.4,15.3,8.9,103.46365541576816,55,4,1,698.5,3120
35.9,21.3,22.4,33.8,16.5,8.7,103.46365541576816,55,4,1,567.9,2347
34.0,27.1,20.7,30.6,15.2,9.0,103.46365541576816,55,4,1,611.7,2844
30.8,29.9,28.3,32.5,15.0,8.5,103.46365541576816,55,4,1,550.1,1803
31.1,23.6,24.4,27.8,19.8,8.5,103.46365541576816,55,4,1,748.6,2329
38.0,25.4,25.9,36.6,17.5,8.8,103.46365541576816,55,4,1,631.4,1641
35.6,23.1,26.6,33.7,19.9,8.6,103.46365541576816,55,4,1,661.0,3925
38.2,24.1,27.5,31.4,15.3,8.8,103.46365541576816,55,4,1,493.1,1628
36.0,22.0,21.0,32.6,16.3,9.0,103.46365541576816,55,4,1,704.6,3842
37.4,26.0,22.7,36.5,17.7,8.5,103.46365541576816,55,4,1,605.8,2727
39.2,27.5,22.1,33.1,15.0,8.8,103.46365541576816,55,4,1,626.5,2325
38.5,21.5,23.8,34.7,16.4,9.0,103.46365541576816,55,4,1,728.1,2742
34.4,27.6,21.3,26.4,15.9,8.6,103.46365541576816,55,4,1,647.2,2001
36.3,21.5,24.6,27.1,19.8,8.7,103.46365541576816,55,4,1,481.6,3430
34.1,26.7,23.9,37.0,18.7,8.6,103.46365541576816,55,4,1,643.1,2220
39.7,22.5,23.4,39.5,18.0,8.8,103.46365541576816,55,4,1,547.8,1965
36.8,28.2,24.5,30.2,17.7,8.9,103.46365541576816,55,4,1,498.8,3161
31.4,21.6,24.8,37.0,17.7,8.9,103.46365541576816,55,4,1,643.4,2227
32.5,22.2,21.6,28.0,19.6,8.9,103.46365541576816,55,4,1,695.2,3258
36.2,25.4,20.2,36.0,16.1,8.9,103.46365541576816,55,4,1,522.4,3032
31.7,23.7,20.2,39.6,19.3,8.7,103.46365541576816,55,4,1,624.2,2750
33.7,28.4,29.1,35.1,17.3,8.6,103.46365541576816,55,4,1,712.3,2098
33.5,21.3,23.1,37.9,17.5,8.8,103.46365541576816,55,4,1,685.3,3541
39.7,22.0,28.7,32.6,19.8,9.0,103.46365541576816,55,4,1,494.6,3181
34.0,26.7,25.9,39.1,17.2,8.8,103.46365541576816,55,4,1,487.9,2278
30.8,21.1,27.0,33.4,15.2,8.8,103.46365541576816,55,4,1,661.9,2995
31.2,26.6,25.5,39.1,15.9,8.9,103.46365541576816,55,4,1,591.4,2629
30.1,27.7,29.1,39.0,17.2,8.7,103.46365541576816,55,4,1,520.0,3155
34.9,22.4,29.9,35.0,17.0,8.7,103.46365541576816,55,4,1,690.2,3336
31.5,29.3,23.8,28.8,15.5,8.8,103.46365541576816,55,4,1,609.7,2408
32.2,29.2,24.8,37.1,15.5,8.5,103.46365541576816,55,4,1,652.5,3207
30.7,24.4,28.4,29.3,18.3,8.9,103.46365541576816,55,4,1,717.7,3915
30.5,27.4,22.9,39.9,19.7,8.6,103.46365541576816,55,4,1,580.4,3898
38.2,24.6,26.0,34.5,15.9,8.6,103.46365541576816,55,4,1,638.4,1740
33.6,25.0,26.9,37.8,17.3,8.8,103.46365541576816,55,4,1,535.3,2561
40.0,26.0,23.8,28.7,18.5,8.7,103.46365541576816,55,4,1,550.3,3580
32.2,25.1,21.4,30.5,15.6,9.0,103.46365541576816,55,4,1,714.6,2927
33.2,22.0,28.3,33.6,19.4,9.0,103.46365541576816,55,4,1,550.7,3538
36.8,25.3,20.5,31.6,16.8,8.8,103.46365541576816,55,4,1,632.5,2110
36.6,22.0,22.8,37.2,18.4,8.7,103.46365541576816,55,4,1,612.3,3457
30.2,20.5,24.6,31.9,18.1,8.9,103.46365541576816,55,4,1,584.4,1881
32.2,28.9,25.2,39.4,17.2,8.8,103.46365541576816,55,4,1,650.9,2197
34.3,21.2,22.4,28.6,17.0,8.5,103.46365541576816,55,4,1,579.3,1883
30.8,20.5,23.2,34.2,17.8,8.5,103.46365541576816,55,4,1,582.3,1516
37.1,29.8,28.8,32.8,16.6,8.6,103.46365541576816,55,4,1,589.8,1794
38.1,24.5,26.4,28.0,18.8,8.7,103.46365541576816,55,4,1,620.5,2381
37.7,20.3,25.0,39.1,16.0,8.7,103.46365541576816,55,4,1,644.5,3178
35.0,25.9,23.0,26.7,18.3,8.7,103.46365541576816,55,4,1,502.4,2264
37.6,21.4,21.6,28.9,19.9,8.7,103.46365541576816,55,4,1,607.5,3795
32.5,24.0,22.7,37.0,15.3,8.6,103.46365541576816,55,4,1,538.7,3898
34.2,24.1,27.7,29.8,19.9,8.6,103.46365541576816,55,4,1,565.3,2299
36.5,29.7,26.2,27.1,19.5,8.7,103.46365541576816,55,4,1,620.1,1849
31.3,24.2,26.8,32.4,17.9,8.9,103.46365541576816,55,4,1,735.9,1596
33.5,22.6,28.9,38.3,19.1,8.6,103.46365541576816,55,4,1,485.1,1553
34.3,22.4,25.2,29.0,17.6,8.6,103.46365541576816,55,4,1,690.3,1905
33.8,27.7,23.9,32.0,15.9,8.7,103.46365541576816,55,4,1,600.4,2784
33.5,23.5,22.7,37.6,17.7,8.5,103.46365541576816,55,4,1,679.0,2677
31.8,27.4,29.0,37.9,18.6,8.9,103.46365541576816,55,4,1,588.9,1649
37.5,29.9,22.2,27.6,16.8,8.6,103.46365541576816,55,4,1,509.0,3965
30.9,22.2,21.0,36.2,18.0,8.9,103.46365541576816,55,4,1,498.7,3587
35.3,27.4,22.3,30.5,15.2,9.0,103.46365541576816,55,4,1,499.3,2460
39.9,24.5,21.9,35.3,18.7,8.6,103.46365541576816,55,4,1,536.1,1561
30.4,23.7,29.8,31.0,15.4,8.6,103.46365541576816,55,4,1,584.6,2886
35.5,25.0,21.9,38.1,17.3,8.8,103.46365541576816,55,4,1,500.5,3224
36.6,20.1,26.2,28.9,19.6,8.6,103.46365541576816,55,4,1,543.5,2159
35.0,20.2,20.9,32.2,16.5,8.9,103.46365541576816,55,4,1,662.6,3234
32.9,26.3,24.5,26.4,15.7,8.7,103.46365541576816,55,4,1,652.5,2972
37.3,24.2,23.2,34.4,19.6,8.7,103.46365541576816,55,4,1,745.5,3659
35.1,24.3,22.0,36.1,15.8,9.0,103.46365541576816,55,4,1,728.5,1760
33.5,27.4,27.8,30.0,19.7,8.9,103.46365541576816,55,4,1,641.9,2458
36.7,27.9,21.5,34.6,18.5,8.8,103.46365541576816,55,4,1,631.0,3530
34.7,28.5,28.0,29.4,16.4,8.9,103.46365541576816,55,4,1,673.9,2159
36.4,26.0,26.9,34.1,18.9,8.6,103.46365541576816,55,4,1,637.0,3753
31.1,27.9,26.9,27.2,19.0,8.8,103.46365541576816,55,4,1,480.5,1544
35.6,24.2,25.1,34.3,19.1,8.6,103.46365541576816,55,4,1,726.9,3285
39.9,25.5,21.8,26.7,16.9,8.9,103.46365541576816,55,4,1,491.4,3197
30.3,24.1,20.7,38.9,15.0,8.7,103.46365541576816,55,4,1,490.9,1610
32.3,26.8,26.3,26.7,18.7,9.0,103.46365541576816,55,4,1,603.8,2295
39.8,20.4,22.7,38.2,18.5,8.6,103.46365541576816,55,4,1,666.5,2718
39.8,23.4,20.3,34.9,19.0,8.8,103.46365541576816,55,4,1,715.0,2936
35.4,24.7,24.6,36.3,18.7,8.6,103.46365541576816,55,4,1,534.5,3639
37.5,24.1,22.1,26.5,16.9,8.8,103.46365541576816,55,4,1,575.0,3479
37.7,25.9,28.5,38.9,19.8,8.8,103.46365541576816,55,4,1,576.2,2955
32.2,21.5,25.2,30.8,15.2,8.7,103.46365541576816,55,4,1,522.9,1555
32.4,26.2,28.3,31.5,17.7,8.9,103.46365541576816,55,4,1,498.5,3263
36.1,28.1,26.0,30.4,19.4,8.9,103.46365541576816,55,4,1,518.9,2922
36.1,22.6,25.8,38.7,18.1,8.7,103.46365541576816,55,4,1,708.7,1808
31.7,24.8,27.3,26.6,18.1,8.7,103.46365541576816,55,4,1,639.0,1795
36.6,26.4,22.5,33.3,19.8,8.7,103.46365541576816,55,4,1,701.5,2630
38.0,20.1,23.0,28.6,17.9,8.6,103.46365541576816,55,4,1,711.7,3694
37.3,23.7,23.7,38.6,16.7,8.9,103.46365541576816,55,4,1,689.6,1736
37.9,27.7,25.9,37.0,17.9,8.7,103.46365541576816,55,4,1,606.6,2901
30.8,29.8,28.8,39.6,16.2,9.0,103.46365541576816,55,4,1,742.1,1848
30.0,29.1,20.6,33.8,16.2,9.0,103.46365541576816,55,4,1,610.8,3609
39.8,23.5,28.8,37.5,16.2,8.9,103.46365541576816,55,4,1,701.2,3554
31.8,22.5,20.2,34.4,17.0,8.9,103.46365541576816,55,4,1,522.0,3916
30.1,26.2,26.3,30.5,17.6,8.9,103.46365541576816,55,4,1,554.1,2364
39.9,25.7,27.0,29.9,19.8,8.6,103.46365541576816,55,4,1,704.7,3285
37.0,28.9,28.2,31.0,16.5,8.8,103.46365541576816,55,4,1,613.7,2821
35.1,22.1,28.4,36.6,15.1,8.8,103.46365541576816,55,4,1,600.5,2450
35.2,23.2,25.0,37.4,19.0,8.9,103.46365541576816,55,4,1,502.4,2137
35.0,23.9,25.5,28.1,19.5,8.6,103.46365541576816,55,4,1,535.7,2585
31.1,26.9,27.8,32.8,18.7,8.8,103.46365541576816,55,4,1,573.7,3830
36.9,27.3,27.8,28.9,16.0,8.6,103.46365541576816,55,4,1,675.7,3585
34.6,22.6,27.8,31.9,16.6,9.0,103.46365541576816,55,4,1,587.2,1524
36.6,22.7,21.5,39.8,16.2,8.6,103.46365541576816,55,4,1,729.0,3529
31.8,28.2,25.5,27.2,18.4,8.8,103.46365541576816,55,4,1,696.1,2817
32.1,28.0,25.8,31.8,18.6,9.0,103.46365541576816,55,4,1,510.5,3845
34.9,24.0,28.9,38.1,17.5,8.7,103.46365541576816,55,4,1,567.1,2349
37.8,22.5,28.3,29.3,16.8,8.6,103.46365541576816,55,4,1,589.8,3193
34.9,28.7,20.4,34.7,17.6,8.9,103.46365541576816,55,4,1,626.9,3261
34.3,27.2,26.4,31.4,17.6,8.9,103.46365541576816,55,4,1,689.8,2397
37.7,28.6,21.3,29.2,15.8,8.9,103.46365541576816,55,4,1,617.3,2662
